53.080	 77.917	 93.401
12.991	 56.882	 46.939
1.190	 33.712	 16.218
79.428	 31.122	 52.853
16.565	 60.198	 26.297
65.408	 68.921	 74.815
45.054	 8.382	 22.898
91.334	 15.238	 82.582
53.834	 99.613	 7.818
44.268	 10.665	 96.190
0.463	 77.491	 81.730
86.869	 8.444	 39.978
25.987	 80.007	 43.141
91.065	 18.185	 26.380
14.554	 13.607	 86.929
57.970	 54.986	 14.495
85.303	 62.206	 35.095
51.325	 40.181	 7.597
23.992	 12.332	 18.391
23.995	 41.727	 4.965
90.272	 94.479	 49.086
48.925	 33.772	 90.005
36.925	 11.120	 78.025
38.974	 24.169	 40.391
9.645	 13.197	 94.205
95.613	 57.521	 5.978
23.478	 35.316	 82.119
1.540	 4.302	 16.899
64.912	 73.172	 64.775
45.092	 54.701	 29.632
74.469	 18.896	 68.678
18.351	 36.848	 62.562
78.023	 8.113	 92.939
77.571	 48.679	 43.586
44.678	 30.635	 50.851
51.077	 81.763	 79.483
64.432	 37.861	 81.158
53.283	 35.073	 93.900
87.594	 55.016	 62.248
58.704	 20.774	 30.125
47.092	 23.049	 84.431
19.476	 22.592	 17.071
22.766	 43.570	 31.110
92.338	 43.021	 18.482
90.488	 97.975	 43.887
11.112	 25.806	 40.872
59.490	 26.221	 60.284
71.122	 22.175	 11.742
29.668	 31.878	 42.417
50.786	 8.552	 26.248
80.101	 2.922	 92.885
73.033	 48.861	 57.853
23.728	 45.885	 96.309
54.681	 52.114	 23.159
48.890	 62.406	 67.914
39.552	 36.744	 98.798
3.774	 88.517	 91.329
79.618	 9.871	 26.187
33.536	 67.973	 13.655
72.123	 10.676	 65.376
49.417	 77.905	 71.504
90.372	 89.092	 33.416
69.875	 19.781	 3.054
74.407	 50.002	 47.992
90.472	 60.987	 61.767
85.944	 80.549	 57.672
18.292	 23.993	 88.651
2.867	 48.990	 16.793
97.868	 71.269	 50.047
47.109	 5.962	 68.197
4.243	 7.145	 52.165
9.673	 81.815	 81.755
72.244	 14.987	 65.961
51.859	 97.297	 64.899
80.033	 45.380	 43.239
82.531	 8.347	 13.317
17.339	 39.094	 83.138
80.336	 6.047	 39.926
52.688	 41.680	 65.686
62.797	 29.198	 43.165
1.549	 98.406	 16.717
10.622	 37.241	 19.812
48.969	 33.949	 95.163
92.033	 5.268	 73.786
26.912	 42.284	 54.787
94.274	 41.774	 98.305
30.145	 70.110	 66.634
53.913	 69.811	 66.653
17.813	 12.801	 99.908
17.112	 3.260	 56.120
88.187	 66.918	 19.043
36.892	 46.073	 98.164
15.640	 85.552	 64.476
37.627	 19.092	 42.825
48.202	 12.061	 58.951
22.619	 38.462	 58.299
25.181	 29.044	 61.709
26.528	 82.438	 98.266
73.025	 34.388	 58.407
10.777	 90.631	 87.965
81.776	 26.073	 59.436
2.251	 42.526	 31.272
16.148	 17.877	 42.289
9.423	 59.852	 47.092
69.595	 69.989	 63.853
3.360	 6.881	 31.960
53.086	 65.445	 40.762
81.998	 71.836	 96.865
53.133	 32.515	 10.563
61.096	 77.880	 42.345
9.082	 26.647	 15.366
28.101	 44.009	 52.714
45.742	 87.537	 51.805
94.362	 63.771	 95.769
24.071	 67.612	 28.906
67.181	 69.514	 6.799
25.479	 22.404	 66.783
84.439	 34.446	 78.052
67.533	 0.672	 60.217
38.677	 91.599	 0.115
46.245	 42.435	 46.092
77.016	 32.247	 78.474
47.136	 3.576	 17.587
72.176	 47.349	 15.272
34.112	 60.739	 19.175
73.843	 24.285	 91.742
26.906	 76.550	 18.866
28.750	 9.111	 57.621
68.336	 54.659	 42.573
64.444	 64.762	 67.902
63.579	 94.517	 20.893
70.928	 23.623	 11.940
60.730	 45.014	 45.873
66.194	 77.029	 35.022
66.201	 41.616	 84.193
83.292	 25.644	 61.346
58.225	 54.074	 86.994
26.478	 31.807	 11.921
93.983	 64.555	 47.946
63.932	 54.472	 64.731
54.389	 72.105	 52.250
99.370	 21.868	 10.580
10.970	 6.359	 40.458
44.837	 36.582	 76.350
62.790	 77.198	 93.285
97.274	 19.203	 13.887
69.627	 9.382	 52.540
53.034	 86.114	 48.485
39.346	 67.143	 74.126
52.005	 34.771	 15.000
58.609	 26.215	 4.445
75.493	 24.279	 44.240
68.780	 35.923	 73.634
39.471	 68.342	 70.405
44.231	 1.958	 33.086
42.431	 27.027	 19.705
82.172	 42.992	 88.777
39.118	 76.911	 39.679
80.851	 75.508	 37.740
21.602	 79.041	 94.930
32.757	 67.126	 43.864
83.350	 76.885	 16.725
86.198	 98.987	 51.442
88.428	 58.803	 15.475
19.986	 40.695	 74.871
82.558	 78.996	 31.852
53.406	 8.995	 11.171
13.629	 67.865	 49.518
18.971	 49.501	 14.761
5.497	 85.071	 56.056
92.961	 69.667	 58.279
81.540	 87.901	 98.891
0.052	 86.544	 61.257
98.995	 52.768	 47.952
80.135	 22.784	 49.809
90.085	 57.466	 84.518
73.864	 58.599	 24.673
66.642	 8.348	 62.596
66.094	 72.975	 89.075
98.230	 76.903	 58.145
92.831	 58.009	 1.698
12.086	 86.271	 48.430
84.486	 20.941	 55.229
62.988	 3.199	 61.471
36.241	 4.953	 48.957
19.251	 12.308	 20.549
14.651	 18.907	 4.265
63.520	 28.187	 53.860
69.516	 49.912	 53.580
44.518	 12.393	 49.036
85.300	 87.393	 27.029
20.846	 56.498	 64.031
41.703	 20.598	 94.793
8.207	 10.571	 14.204
16.646	 62.096	 57.371
5.208	 93.120	 72.866
73.784	 6.340	 86.044
93.441	 98.440	 85.894
78.556	 51.338	 17.760
39.859	 13.393	 3.089
93.914	 30.131	 29.553
33.294	 46.707	 64.820
2.523	 84.221	 55.903
85.410	 34.788	 44.603
5.424	 17.711	 66.281
33.083	 89.849	 11.816
98.842	 53.998	 70.692
99.949	 28.785	 41.452
46.484	 76.396	 81.820
10.022	 17.812	 35.963
5.670	 52.189	 33.585
17.567	 20.895	 90.515
67.539	 46.847	 91.213
10.401	 74.555	 73.627
56.186	 18.419	 59.721
29.994	 13.412	 21.260
89.494	 7.145	 24.249
5.375	 44.172	 1.328
89.719	 19.666	 9.337
30.737	 45.606	 10.167
99.539	 33.209	 29.735
6.205	 29.824	 4.635
50.543	 76.143	 63.107
8.989	 8.086	 77.724
90.513	 53.377	 10.915
82.581	 33.810	 29.397
74.631	 1.034	 4.845
66.792	 60.347	 52.610
72.971	 70.725	 78.138
28.798	 69.253	 55.667
39.652	 6.159	 78.018
33.758	 60.787	 74.125
10.481	 12.789	 54.954
48.523	 89.048	 79.896
73.434	 5.133	 7.289
8.853	 79.835	 94.301
68.372	 13.208	 72.272
11.035	 11.749	 64.072
32.881	 65.381	 74.913
58.319	 74.003	 23.483
73.496	 97.060	 86.693
8.623	 36.644	 36.920
68.503	 59.794	 78.936
36.765	 20.603	 8.667
77.193	 20.567	 38.827
55.178	 22.895	 64.194
48.448	 15.185	 78.193
10.061	 29.407	 23.737
53.087	 9.150	 40.532
10.485	 11.228	 78.443
29.157	 60.353	 96.442
43.248	 69.475	 75.810
43.264	 65.550	 10.976
93.376	 18.746	 26.618
79.783	 48.760	 76.896
39.601	 27.294	 3.723
67.329	 42.956	 45.174
60.986	 5.940	 31.581
77.272	 69.643	 12.533
13.015	 9.235	 0.782
42.311	 65.557	 72.292
53.121	 10.882	 63.177
12.650	 13.430	 9.859
14.203	 16.825	 19.625
31.748	 31.643	 21.756
25.104	 89.292	 70.322
55.574	 18.443	 21.203
7.735	 91.380	 70.672
55.779	 31.343	 16.620
62.250	 98.793	 17.043
25.779	 39.680	 7.399
68.410	 40.239	 98.284
40.218	 62.067	 15.437
38.135	 16.113	 75.811
87.111	 35.078	 68.554
29.415	 53.063	 83.242
59.749	 33.531	 29.923
45.259	 42.265	 35.961
55.832	 74.255	 42.433
42.936	 12.487	 2.443
29.019	 31.752	 65.369
95.694	 93.573	 45.789
24.048	 76.390	 75.933
74.065	 74.369	 10.592
68.156	 46.326	 21.216
9.852	 82.357	 17.501
16.357	 66.599	 89.439
51.656	 70.270	 15.359
95.346	 54.088	 67.973
3.656	 80.920	 74.862
12.019	 52.505	 32.583
54.645	 39.888	 41.509
18.074	 25.539	 2.054
92.368	 65.370	 93.261
16.351	 92.110	 79.466
57.739	 44.004	 25.761
75.195	 22.867	 6.419
76.733	 67.120	 71.521
64.206	 41.905	 39.076
