23.729	 59.203	 81.301
38.643	 78.288	 71.501
99.974	 2.030	 65.916
53.291	 95.722	 69.534
46.751	 29.660	 42.076
39.619	 10.345	 47.821
77.612	 47.283	 31.907
38.721	 70.633	 89.742
75.510	 13.566	 11.739
9.539	 27.248	 4.994
16.529	 96.930	 17.763
46.080	 72.336	 49.187
56.151	 75.545	 96.809
39.117	 65.180	 5.188
89.301	 88.831	 99.212
38.382	 34.324	 70.817
61.486	 85.003	 94.308
98.413	 90.261	 3.141
8.683	 36.034	 10.962
39.943	 73.787	 87.322
32.596	 90.418	 64.831
41.744	 82.962	 98.948
37.900	 48.540	 61.676
40.794	 62.449	 60.692
80.528	 59.085	 27.285
46.456	 43.244	 35.923
91.154	 34.695	 53.804
20.578	 49.803	 16.343
52.224	 71.461	 29.728
59.253	 84.406	 90.158
77.969	 21.866	 63.343
71.267	 0.327	 60.358
94.217	 8.710	 22.556
92.162	 20.079	 30.347
67.929	 21.515	 45.780
51.702	 42.627	 49.053
18.755	 10.482	 94.081
12.882	 33.435	 80.488
14.110	 54.424	 86.906
94.228	 45.823	 26.305
18.420	 69.776	 12.393
15.134	 70.200	 40.110
24.921	 29.434	 53.291
16.354	 1.916	 0.125
50.053	 91.752	 94.587
34.335	 54.233	 34.955
50.313	 8.959	 27.715
37.848	 78.459	 14.592
39.277	 92.823	 24.890
73.191	 30.672	 47.287
65.846	 68.370	 43.730
2.349	 41.076	 84.035
91.633	 57.996	 84.165
35.668	 85.145	 89.107
62.819	 39.918	 25.098
99.629	 63.727	 75.442
87.980	 46.320	 27.451
47.404	 2.993	 22.854
54.036	 39.956	 75.546
83.196	 55.998	 56.570
59.847	 56.596	 47.775
34.082	 81.171	 79.808
28.224	 21.220	 25.050
21.346	 55.359	 52.573
30.484	 83.384	 7.958
40.090	 90.000	 87.467
22.521	 23.428	 93.305
65.048	 28.039	 11.776
70.854	 57.637	 12.765
16.489	 72.194	 2.780
26.607	 96.157	 2.457
79.575	 78.422	 9.719
71.437	 4.649	 6.219
78.921	 77.554	 98.738
94.515	 73.289	 95.790
12.978	 66.828	 38.009
53.903	 93.730	 89.395
22.473	 8.763	 21.545
68.083	 43.272	 48.528
72.036	 31.734	 83.646
81.951	 30.312	 81.405
2.618	 83.735	 48.928
10.268	 57.889	 15.186
91.955	 72.697	 14.577
20.777	 49.207	 29.195
66.261	 10.178	 76.989
29.459	 16.130	 25.643
97.061	 20.411	 90.528
16.133	 47.130	 93.733
13.575	 78.524	 66.418
73.117	 17.577	 36.848
70.822	 41.320	 24.566
88.223	 69.477	 68.007
3.098	 64.671	 5.627
73.791	 98.451	 70.263
74.494	 57.943	 94.893
9.490	 91.508	 48.994
33.315	 85.834	 2.627
21.478	 48.471	 89.876
72.329	 86.962	 40.697
9.483	 2.944	 51.407
50.067	 78.740	 81.639
73.027	 77.101	 33.259
58.774	 80.557	 16.232
59.574	 94.721	 43.586
26.121	 93.412	 17.838
99.246	 72.192	 52.948
28.047	 12.546	 13.259
74.655	 34.155	 37.115
40.923	 83.363	 61.877
17.087	 9.009	 24.478
8.991	 17.707	 18.325
29.611	 62.833	 76.372
51.276	 68.473	 30.827
29.222	 38.362	 30.708
41.240	 45.070	 23.126
91.828	 82.086	 95.162
82.947	 23.574	 60.272
54.059	 77.941	 87.704
36.780	 81.677	 71.021
69.659	 23.674	 13.562
29.517	 12.672	 38.497
96.460	 22.660	 28.247
72.571	 14.520	 84.542
76.510	 81.063	 89.959
88.609	 1.562	 55.583
77.861	 7.928	 24.213
45.542	 46.519	 88.916
26.943	 12.486	 23.640
25.698	 7.954	 67.011
52.485	 68.389	 49.148
28.243	 52.412	 92.482
75.297	 49.685	 89.235
91.664	 45.505	 32.631
33.679	 25.657	 23.496
35.996	 28.340	 98.566
49.212	 69.078	 15.440
44.330	 16.054	 40.142
59.672	 84.478	 90.895
14.415	 56.029	 38.827
30.258	 74.929	 97.541
35.650	 50.583	 79.546
68.788	 26.245	 62.639
28.625	 13.082	 75.983
64.116	 51.610	 69.697
44.255	 17.603	 95.376
2.146	 57.280	 99.536
16.778	 50.527	 40.937
93.819	 49.157	 70.270
36.368	 34.973	 93.647
72.449	 82.894	 48.840
56.766	 72.922	 66.708
24.919	 30.011	 48.019
95.766	 64.641	 68.059
94.244	 99.800	 41.779
76.576	 44.716	 67.405
9.451	 68.550	 28.458
23.439	 25.924	 96.941
78.578	 70.609	 98.232
69.119	 20.439	 51.375
47.173	 46.928	 94.818
59.350	 16.037	 96.616
60.479	 77.513	 58.439
69.358	 82.830	 21.904
25.005	 59.361	 16.858
66.254	 73.142	 14.195
42.078	 21.316	 28.167
68.526	 76.273	 35.498
59.770	 17.204	 24.829
5.261	 16.650	 79.421
6.244	 9.436	 43.401
1.178	 17.192	 98.137
54.351	 91.544	 97.341
12.246	 0.552	 1.421
97.314	 36.023	 44.436
43.146	 20.522	 47.057
69.120	 44.631	 41.747
23.028	 86.039	 94.002
31.636	 97.059	 88.821
82.206	 64.462	 83.500
4.739	 59.136	 99.241
25.644	 10.618	 24.282
32.284	 55.811	 29.633
70.868	 43.582	 84.618
24.908	 82.105	 82.567
25.509	 73.364	 66.384
78.594	 75.380	 99.733
77.040	 88.123	 35.055
80.984	 97.032	 23.707
42.267	 99.647	 61.177
1.849	 95.821	 5.483
96.855	 41.604	 85.102
88.748	 48.176	 9.024
49.137	 62.723	 60.519
57.944	 67.263	 39.078
3.995	 8.848	 99.140
26.289	 4.365	 73.825
35.369	 76.290	 78.411
2.829	 80.338	 91.354
95.532	 93.679	 88.591
83.610	 91.077	 56.804
88.104	 21.062	 78.578
41.951	 63.098	 99.512
14.281	 36.887	 1.684
51.569	 61.772	 14.702
10.743	 95.754	 90.096
80.160	 8.845	 2.518
83.477	 14.735	 92.548
93.347	 10.711	 87.761
40.633	 13.915	 79.673
13.291	 48.820	 75.872
95.668	 94.233	 32.204
92.401	 62.677	 64.467
61.126	 4.789	 67.679
96.595	 92.411	 41.625
32.197	 12.412	 74.836
31.766	 2.953	 72.971
68.276	 51.448	 80.797
89.535	 99.243	 40.453
23.812	 13.699	 43.300
84.023	 68.360	 30.373
37.216	 17.806	 35.876
25.576	 38.412	 19.621
44.762	 8.259	 26.132
47.260	 43.276	 2.045
15.848	 66.162	 58.498
18.120	 34.928	 62.716
51.194	 84.168	 10.228
96.138	 15.400	 73.496
99.242	 46.976	 46.414
61.040	 95.968	 28.196
93.318	 25.515	 78.218
30.806	 27.120	 14.662
98.331	 6.276	 74.694
30.308	 68.643	 64.460
11.854	 43.563	 28.023
12.991	 54.410	 33.107
6.430	 8.756	 40.948
73.164	 84.461	 40.824
69.842	 43.250	 21.727
71.875	 41.054	 91.801
64.486	 38.325	 35.551
16.743	 57.650	 69.131
60.759	 94.644	 75.740
20.828	 61.300	 70.484
85.382	 49.147	 86.238
68.318	 12.197	 93.839
0.691	 16.252	 63.142
20.597	 68.164	 55.035
78.294	 27.087	 24.947
93.547	 14.996	 22.320
56.950	 66.880	 28.578
52.428	 22.033	 56.561
36.479	 49.012	 43.936
93.435	 94.497	 84.892
10.150	 82.503	 28.757
52.731	 10.298	 45.146
30.191	 61.605	 35.861
61.126	 85.316	 85.388
54.652	 63.886	 31.595
7.789	 1.170	 63.727
48.113	 4.639	 55.050
34.281	 2.021	 64.459
54.960	 41.490	 80.469
15.858	 75.218	 48.738
42.033	 68.124	 99.433
98.308	 99.814	 51.991
66.466	 81.048	 22.726
67.117	 51.857	 24.134
43.836	 62.264	 66.328
65.315	 91.968	 60.716
5.697	 41.528	 47.301
28.293	 27.119	 58.319
53.537	 35.913	 54.820
9.092	 28.677	 49.181
55.991	 42.128	 51.118
